总数 18103
772 飞机离跑道——没辙了
773 腊月里啃冻萝卜——咯嘣儿脆
774 鸭子吃长虫——缠住了
775 放出去的风筝——越飞越远
776 浑水里的泥鳅——反正变不了龙
777 铁公鸡带糖稀——一毛不拔，还要粘三根
778 乌龟跌进了水里——真爽意
779 心里抹上蜜——甜丝丝的
780 磕膝盖上钉掌——离了蹄儿
781 青蛙找田鸡——难兄碰到难弟
782 扫帚戴帽——顶个数儿
783 吃了雷公的胆——天不怕地不怕
784 老和尚剃头——一扫光
785 月亮里的桂树——高不可攀
786 棺材板上敲钉子——钉死
787 扒了皮的癞蛤蟆——活着讨厌，死了吓人
788 错贴的门神——反脸
789 傻小子睡凉炕——光做热梦
790 没眼的笛子——吹不响
791 青石脑壳——碰到就响
792 啄米的鸡——不住地点头
793 癞蛤蟆遇田鸡——难兄难弟
794 大虾烧三段——三节挨痛
795 放羊的打柴——捎带着干
796 鏊子上烙饼——翻来覆去
797 山头上吹喇叭——站得高，想得远
798 胳膊肘子——往里弯
799 扳倒大树掏老鸽——拣有把握的干
800 王八碰桥墩——不敢露头
801 龙王爷面前挑水——敢想敢干
802 观世音下海——足下也得有个莲台
803 杂货铺的掌柜——什么都卖
804 十二月的蛇——打一下，动一下
805 姐俩找婆家——各走各的路
806 洞庭湖上的麻雀——见过几个风浪的
807 猫儿炕上睡——一辈传一辈
808 癞蛤蟆垫床脚——死撑活挨
809 药店里放白糖——何苦哩
810 法院里的档案袋——成问题
811 六月里戴棉帽——乱套
812 塔尖上开天窗——好高的眼眶子
813 拜年的话——光说好
814 黄连刻寿星——苦老头子
815 天文台上的望远镜——好高鹜远
816 飞机上钓鱼——相差很远
817 便壶没鼻——不好捉摸
818 割柴拿斧子——不要镰
819 擀面杖钻石头——纹丝不动
820 炒咸菜不放盐——有言在先
821 鸭子走路——左右摇摆
822 属癞蛤蟆的——不咬人，吓人
823 板上钉钉——一锤子敲定
824 手拿鸡蛋走滑路——担心受怕
825 糊涂老板糊涂账——难算
826 爆竹店失火——一响全响
827 剧院门口说大书——唱对台戏
828 塌了大梁的房子——散架子
829 鲁智深出家——无牵无挂
830 小巷子扛竹杆——转不过弯来
831 雨过送伞——空头人情
832 妖魔对丑怪——一对坏
833 锥子剃头——一个师傅一个作法
834 戴钢盔爬树——硬着头皮上
835 癞蛤蟆钻烟筒——碰了一鼻子灰
836 苦汤汤子煮丁香籽——苦水煮苦仁儿
837 胳膊肘往外拐——吃里扒外
838 孙猴子压在五行山下——不得翻身
839 高山头上吹喇叭——鸣声远扬
840 黄鼠狼单咬病鸭子——该倒霉
841 棉花堆里找跳蚤——没着落
842 七棵树栽两行——不三不四
843 蚊子叮泥像——没有人味
844 一面官司——全是理
845 两个男子合穿衣——连襟
846 棉花里藏针——柔中有刚
847 野猪拱窝儿——全靠一张嘴
848 癞蛤蟆想飞——不是上天的料
849 茶杯里放块糖——寿命不长
850 林子里的毒蕈子——表面好看内心毒
851 玻璃罩里的苍蝇——到处碰壁
852 鸡随鸡，狗随狗——臭味相投
853 猪头抹黄连——苦恼
854 高大的乔木——腰杆硬
855 三棍子打不出屁来——老实到家了
856 嘴上抹石灰——白说
857 癞蛤蟆跳脚背上——咬不咬吓一跳
858 百斤力挑千斤担——力不从心
859 老太太找飞机——往远瞧
860 树倒猢狲散——彻底垮台
861 嘴巴上戴竹筒——说直话
862 小鬼捧着炭盆吹火——碰了一鼻子灰
863 拧着耳朵拂鼻涕——有力吃不上
864 麻绳打毛衣——乱联系
865 屋檐下的大葱——心不死
866 蚂蚱打喷嚏——满嘴土气味
867 不拾柴禾不买煤——烧啥哩
868 鞋刷子脱毛——有板有眼
869 烂泥——扶不上壁
870 毛毛虫弓腰——以屈求伸
871 裁缝铺倒闭——有尺寸
872 十月的桑叶——没人睬了
873 染房铺里的捶布石——经过大家伙的
874 舌头掉进了肚里——不说了
875 鞋底抹油——滑脚
876 半天云里翻跟头——不着实地
877 用放大镜看书——显而易见
878 头上害疮——顶坏
879 无根沙蓬——没有个准地方
880 青藤缠树——难解难分
881 猴子吃辣椒——抓耳挠腮
882 剃头的使推子——一个师父一个传授
883 水缸里着火——没有的事情
884 牵动荷叶带动藕——互相牵连
885 山上找鱼虾——万年不遇的宝贝事儿
886 蛤蟆嘴下落苍蝇——自送一口肉
887 千里马拉犁耙——大材小用
888 旱天的井——水平低
889 没有金刚钻——别揽瓷器活准
890 狗咬烂羊皮——撕扯不清
891 猪八戒绣花——粗中有细
892 瞎驴牵了槽上——为你不知为你
893 风箱板做塞子——气概
894 一碗面——何止一条
895 大门口的石狮子——明摆着的
896 朝廷的厕所——没你的份
897 担百斤行千里——任重道远
898 歪脖子出征——扭头就走
899 烟袋锅里炒豆——吹得爆
900 猪鼻子插大葱——装相
901 脚背上长眼睛——自看自高
902 政客的话——大而无当
903 碌磷砸在碾盘上——硬碰硬
904 糖里拌蜜，蜜里调油——又香又甜
905 铁匠拆炉——散火
906 飞机上做报告——空谈理论
907 一条道走到黑——死心眼
908 箩筐盛石灰——处处留痕迹
909 头顶磨盘——不知轻重
910 踩着麻绳当蛇——大惊小怪
911 雪堆的英雄——经不得考
912 粥少和尚多——赔本赚吆喝
913 烂眼招苍蝇——倒霉透啦
914 马尾巴搓绳——合不了股儿
915 牛踩乌龟背——心里痛
916 登上泰山想升天——好高骛远
917 骆驼挨鞭子——忍辱负重
918 豁牙子啃西瓜——尽出坏道道
919 抱琵琶进磨房——对牛弹琴
920 黄牛蹄子掰两半——朝着两个方向，走着两条路
921 王胖子上山——靠后站
922 米粒掉进针眼里——就这么巧
923 补过的碗盏——留下痕迹
924 苦水里面泡苦瓜——苦灌了
925 大海里翻了豆腐船——汤里来，水里去
926 老虎金钱豹——各走各的道
927 屎壳郎戴官帽——充大头
928 无头的乱麻——一团糟
929 癞蛤蟆跳在脚背上——恶心人
930 南天门上挂牌子——好大的一块匾额
931 四大金刚摇船——大推大扳
932 睡着说话——腰不疼
933 二分钱开个店——穷张罗
934 杀猪做豆腐——称不得里手
935 煤窑里放瓦斯——害人不浅
936 苍蝇碰上蜘蛛网——有去无回
937 蛟龙困在沙滩上——翻不了身
938 冬天坐椅子——冷板凳
939 消息子敲蕃芋——声自全无
940 歪锅对斜灶——两将就
941 老寿星弹琵琶——老调重弹
942 阎王爷的计——鬼主意
943 六月里下雪——稀罕事
944 大年初一没月亮——年年都是如此
945 搭起戏台卖虾米——好大的架子
946 横着扁担推麦秸——揽得太多
947 入洞房的新郎官——光头净脸
948 张三不吃死孩子——活人惯的
949 半夜吃甘庶——不知头尾
950 狼巴子不吃人——恶名在外
951 大姑娘上轿——头一回
952 吃了盐萝卜——操闲心
953 腊月天喝冰水——从头凉到脚底
954 孙悟空三打白骨精——降妖拿怪
955 暗锁加明锁——层层设防
956 城门里扛竹竿——直进直出
957 属芭蕉的——叶烂皮干心不死
958 房檐滴水——放任自流
959 谢了花的南瓜——一天比一天有长进
960 踮着脚尖走路——防着
961 灶王爷欠屁股——等不及了
962 乱麻缠成团——总有个头
963 孩儿脸——说变就变
964 狗吃王八——找不到头
965 冬天不戴帽子——动动脑筋
966 药罐子里斗蛐蛐儿——苦中取乐
967 珍珠丢在绿豆里——真假难分
968 三天卖不出去的猪下水——心肠坏
969 孩子滚雪球——越滚越大
970 煤里擦脸——自己抹黑
971 武大郎跳舞——抱人粗腿
972 猫相耗子洞——想弄一口吃
973 一粒米熬三碗汤——淡而无味
974 张飞战马超——不分胜败
975 二踢脚上天——高升
976 冷水想鸡——一毛不拔
977 骑驴吃豆包——乐颠了馅
978 凉水拌面——救紧
979 烤煳了的饼子——放在哪里都一个味儿
980 瘸驴的屈股——邪门歪道
981 针尖对麦芒——针锋相对
982 拖拉机转弯——卷土重来
983 端午节后布谷叫——过时啦
984 十五个人抬木头——七手八脚
985 铁锤敲钟——响当当
986 铁筒子当管使唤——没底儿
987 快刀切西瓜——一刀见红白
988 老鼠尾巴熬汤——油水不大
989 杀猪杀屁股——各有各的办法
990 瘫子摆渡——划不来
991 螃蟹拉车——不走正道
992 伸舌头舔鼻子——差了一截
993 兔子拉犁——不讲套数
994 修鞋不用锥子——针行
995 秤砣过河——不服
996 秋后的黄蜂——欲凶无力
997 猴子吃仙桃——不知好丑
998 和尚家里借梳子——摸错门了
999 乡里人挑大粪——前后都是屎
1000 老虎戴念珠——假充善人
1001 老鼠算卦——做贼心虚
1002 苦瓜煮黄连——苦闷
1003 墙上挂草荐——不像话
1004 牛嘴上了篾篓子——开不得口
1005 赶集走亲戚——顺路的事
1006 一个师父一路拳——各有各的打法
1007 猴子吃了蒜——挠着屁股转磨磨
1008 河里赶大车——没辙
1009 车轴卷住了乱麻——理不出个头绪
1010 韩湘子拉着铁拐李——一个会吹，一个会捧
1011 财神爷叫门——钱到家了
1012 长虫钻竹简——死不转弯
1013 死了三年的老鸹——光剩嘴
1014 南瓜秧攀葫芦——纠缠不清
1015 冷镬子里爆出热栗子——不可能的事
1016 笤帚疙瘩上打茧——结不出好果来
1017 喝凉水栽跟头——装晕
1018 三个指头拾田螺——十拿九稳
1019 六月天身发抖——不寒而栗
1020 黄连树上结苦瓜——一串串儿苦
1021 鸡儿不撒尿——自有门道
1022 牛不喝水——强按头
1023 两个山字落在一块儿——请出
1024 小鬼拉风匣——来回鼓捣
1025 茅坑里的石头——又臭又硬
1026 二大娘的针线筐——乱七八糟
1027 戴木头眼镜——看不透
1028 冷水洗玻璃——清清白白
1029 千里行军才起步——路长着呢
1030 失林之鸟——无一枝可栖
1031 拿尿盆当帽子——走到哪儿臭到哪儿
1032 灶王爷上天——实话实端
1033 皮裤套棉裤——必定有缘故
1034 麻雀虽小——五脏俱全
1035 穿皮袄打赤脚——凉了半截
1036 背手作揖——没那一礼
1037 脱了绳的猴子——有多远走多远
1038 火车上马路——没了辙了
1039 癞蛤蟆戴草帽——装大嘴说客
1040 癞蛤蟆跳上戥盘——不知自己分量
1041 一雷天下响——处处皆知
1042 老虎的头发——没人敢理
1043 鸠占鹊巢——反客为主
1044 黑狗趴在山洞里——装熊
1045 光手逮刺猬——下不了手
1046 疙瘩饼子送闺女——实心实意
1047 老牛打喷嚏——笨嘴笨舌
1048 倒啃甘蔗——越来越甜
1049 孙猴子钻到铁扇公主肚皮里——来个里头踢蹬
1050 关云长赴会——单刀直入
1051 刀砍大海水——难舍难分
1052 饭桌上的抹布——尝尽了酸甜苦辣
1053 猪八戒喝粥——连锅端
1054 杜十娘的箱中物——件件是宝
1055 老母鸡不吃白大米——为啥
1056 又当巫婆又扮鬼——两头讨好
1057 新打剪刀——难开口
1058 牲口进磨道——兜圈子
1059 电烙铁——头热
1060 老子坐班房，儿子挨夹杠——受人牵连
1061 鸡蛋和西瓜——经不起摔打
1062 八百年前立的杆——老光棍
1063 地里的蛐蟾——成不了龙
1064 米汤锅里洗澡——稀里糊涂
1065 烂猪头碰到烂肠子——臭味相投
1066 坛子里捉乌龟——手到擒来
1067 钱眼里睡觉——细人
1068 蛟龙困在高山上——有力使不上
1069 花生地里开花——落地生根
1070 讲话没人听，下令没人行——光杆司令
1071 黑瞎子耍扁担——老是那一套
1072 踩着高跷演戏——半截不是人
1073 拿着鸡毛当令箭——小题大做
1074 颜料店的抹布——不问青红皂白
1075 车上拉客——宰人
1076 哈巴狗儿上粪堆——自个儿称王
1077 一本历书看到老——墨守成规
1078 大海里的浮萍——没着落
1079 大虾炒鸡爪儿——蜷腿带拱腰
1080 母鸡带崽——各顾各
1081 下大雪卖扇子——不是时候
1082 老虎打摆子——窝里颤
1083 只会叫的猫——捉不住老鼠
1084 放了气的皮球——软蛋
1085 太阳落山的猫头鹰——睁开眼啦
1086 哑巴吃苦瓜——与你说不清
1087 老鼠掉到油缸里——脱身不得
1088 老太太吃豆腐——正好
1089 隔年的皇历——瞧不得
1090 牵牛花讨好——顺杆爬
1091 冰面上盖房子——不牢靠
1092 老鼠钻烟囱——两眼墨黑
1093 山涧发洪水——势不可挡
1094 丫头作媒——自身难保
1095 大年初一吃饺子——都一样
1096 提着点心求人——甜言蜜语
1097 朝廷佬的酒杯——预备
1098 横匾压塌龙王庙——好大的牌子
1099 肚子痛上眼药——点不到痛处
1100 螃蟹过河——七手八脚
1101 吃的炒蒺藜狗子——张嘴就带刺儿
1102 用筷子穿针眼——难
1103 丫头做嫁衣——做有份穿没份
1104 二十四磅榔头敲钢板——当当响
1105 屎壳郎变知了——臭味上了天
1106 篾条拴竹子——自己人整自己人
1107 牛蝇叮牛蹄——无关痛痒
1108 白骨精骗唐僧——一计不成再生一计
1109 洋鬼子看戏——傻眼了
1110 老鼠钻进火筒——两头受气
1111 吃豆腐长大的——腿软
1112 瓦匠碰上鞋匠——帮不上忙
1113 满口的新名词——不念故旧
